,0,1,2,3,4,5
0,2.16311444086,1.07955277307,-0.126914245192,0.270625958366,0.0981966865892,-0.328148834644
1,3.66737801892,0.0560171744886,0.0502011683248,-1.07670246155,-0.176976792652,-0.19706953932
2,2.96345977837,0.805375957825,-0.768774535132,-0.293738208427,0.0571739386511,0.110143310284
3,1.46461051164,0.590830445987,-0.156437722321,0.795129234538,-0.548106551379,-0.0644073892109
4,1.06714678223,0.14990508437,0.102411284069,-0.476938232714,0.632867647704,0.788674612142
5,6.16694612172,0.0838291201379,-0.0487240459157,1.08823584302,0.190502424583,0.214756588413
6,1.86976747371,-0.476214553319,0.165362481117,-0.784554036071,0.564140892621,0.0812422674273
7,-0.829071852451,-0.695417985517,0.779074242184,0.304136511571,-0.0406764510748,-0.0934657559222
8,3.56851715487,-0.153094096927,0.660933874837,0.0123713592928,-0.782797620072,-0.371436694319
9,5.46730388492,-0.196170095563,-0.688865650536,0.52365055707,0.150058609563,0.652852078524
10,2.37090163938,-0.682996864554,0.775407713501,0.304608232433,-0.0419115079665,-0.0930462256444
11,-0.229076822732,-0.693089025337,0.778386768056,0.304224959233,-0.040908024242,-0.0933870939951
12,-0.0365153702245,0.793731156921,-0.765337164492,-0.294180446734,0.0583318044872,0.109750000649
13,-2.23447456646,0.537228884484,-0.00877387784455,0.562391110645,0.840317855587,-0.0501778962472
14,-2.93519462651,0.65962353043,-0.00610444548553,-0.769941652254,-0.106011496953,0.509602406766
15,-5.92902960506,-0.715214147053,0.784917772273,0.303384706448,-0.0387080791535,-0.0941343823023
16,-6.53383420698,0.139275837034,-0.694021698886,-0.602872363306,-0.00757747706192,-0.598639397512
17,-6.53234393487,-0.346729369842,-0.724347229164,-0.0782658981959,-0.654150883725,-0.334806179831
18,-6.23551925451,0.924096344927,0.638620319988,-0.205946017384,-0.0640238608177,0.0709825038087
19,-5.32903457534,-0.712885186873,0.784230298145,0.30347315411,-0.0389396523207,-0.0940557203752
